LoginID,StudentID,EnrollmentID,LoginTimestamp,LogoutTimestamp,SessionDurationMinutes,ActivityType
1260720,3104,15500,2024-09-21 15:00:00,2024-09-21 17:55:00,175,Other
1260721,3104,15500,2024-09-21 08:00:00,2024-09-21 10:19:00,139,Discussion
1260722,3104,15500,2024-10-19 06:00:00,2024-10-19 07:20:00,80,ViewGrades
1260723,3104,15500,2024-11-23 05:00:00,2024-11-23 06:12:00,72,ViewGrades
1260724,3104,15500,2024-10-09 17:00:00,2024-10-09 19:28:00,148,Discussion
1260725,3104,15500,2024-09-02 11:00:00,2024-09-02 13:41:00,161,ViewGrades
1260726,3104,15500,2024-09-17 08:00:00,2024-09-17 10:32:00,152,SubmitAssignment
1260727,3104,15500,2024-11-13 03:00:00,2024-11-13 05:01:00,121,ViewLectures
1260728,3104,15500,2024-10-16 21:00:00,2024-10-16 22:49:00,109,SubmitAssignment
1260729,3104,15500,2024-10-09 13:00:00,2024-10-09 13:26:00,26,ViewLectures
1260730,3104,15500,2024-11-11 02:00:00,2024-11-11 04:16:00,136,Other
1260731,3104,15500,2024-12-02 19:00:00,2024-12-02 21:30:00,150,Discussion
1260732,3104,15500,2024-10-20 08:00:00,2024-10-20 09:33:00,93,Discussion
1260733,3104,15500,2024-10-13 12:00:00,2024-10-13 12:58:00,58,ViewLectures
1260734,3104,15500,2024-09-08 01:00:00,2024-09-08 03:33:00,153,SubmitAssignment
1260735,3104,15500,2024-12-02 03:00:00,2024-12-02 03:25:00,25,ViewGrades
1260736,3104,15500,2024-11-30 22:00:00,2024-12-01 00:01:00,121,Discussion
1260737,3104,15500,2024-09-06 06:00:00,2024-09-06 08:33:00,153,ViewGrades
1260738,3104,15500,2024-09-02 00:00:00,2024-09-02 00:21:00,21,Other
1260739,3104,15500,2024-12-01 21:00:00,2024-12-01 22:36:00,96,Other
1260740,3104,15500,2024-11-17 16:00:00,2024-11-17 17:01:00,61,Other
1260741,3104,15501,2024-10-17 20:00:00,2024-10-17 22:17:00,137,ViewGrades
1260742,3104,15501,2024-09-12 15:00:00,2024-09-12 16:24:00,84,Discussion
1260743,3104,15501,2024-11-24 09:00:00,2024-11-24 09:17:00,17,SubmitAssignment
1260744,3104,15501,2024-09-07 21:00:00,2024-09-07 21:35:00,35,ViewGrades
1260745,3104,15501,2024-11-17 01:00:00,2024-11-17 02:34:00,94,ViewLectures
1260746,3104,15501,2024-09-10 21:00:00,2024-09-10 22:37:00,97,Other
1260747,3104,15501,2024-09-18 11:00:00,2024-09-18 13:06:00,126,ViewLectures
1260748,3104,15501,2024-10-26 11:00:00,2024-10-26 11:41:00,41,ViewGrades
1260749,3104,15501,2024-11-28 01:00:00,2024-11-28 03:25:00,145,ViewLectures
1260750,3104,15501,2024-11-11 05:00:00,2024-11-11 07:17:00,137,SubmitAssignment
1260751,3104,15501,2024-09-24 23:00:00,2024-09-25 01:26:00,146,ViewLectures
1260752,3104,15501,2024-10-15 00:00:00,2024-10-15 01:22:00,82,ViewLectures
1260753,3104,15501,2024-09-12 02:00:00,2024-09-12 03:44:00,104,SubmitAssignment
1260754,3104,15501,2024-11-19 20:00:00,2024-11-19 21:56:00,116,Discussion
1260755,3104,15501,2024-10-03 02:00:00,2024-10-03 04:49:00,169,Other
1260756,3104,15501,2024-11-04 11:00:00,2024-11-04 13:00:00,120,SubmitAssignment
1260757,3104,15501,2024-10-03 22:00:00,2024-10-03 23:57:00,117,Discussion
1260758,3104,15501,2024-11-10 04:00:00,2024-11-10 04:51:00,51,ViewLectures
1260759,3104,15501,2024-09-09 16:00:00,2024-09-09 18:15:00,135,Other
1260760,3104,15501,2024-10-19 17:00:00,2024-10-19 19:09:00,129,Discussion
1260761,3104,15501,2024-11-01 00:00:00,2024-11-01 01:41:00,101,Other
1260762,3104,15501,2024-10-23 23:00:00,2024-10-24 01:19:00,139,ViewGrades
1260763,3104,15501,2024-10-07 02:00:00,2024-10-07 02:58:00,58,Other
1260764,3104,15501,2024-09-28 21:00:00,2024-09-28 21:51:00,51,ViewLectures
1260765,3104,15501,2024-10-31 15:00:00,2024-10-31 16:24:00,84,SubmitAssignment
1260766,3104,15501,2024-11-15 09:00:00,2024-11-15 09:53:00,53,Discussion
1260767,3104,15501,2024-11-02 02:00:00,2024-11-02 04:07:00,127,ViewLectures
1260768,3104,15501,2024-11-03 13:00:00,2024-11-03 13:54:00,54,ViewGrades
1260769,3104,15501,2024-09-02 16:00:00,2024-09-02 16:36:00,36,Discussion
1260770,3104,15501,2024-11-05 17:00:00,2024-11-05 18:54:00,114,ViewLectures
1260771,3104,15501,2024-11-28 20:00:00,2024-11-28 20:51:00,51,Discussion
1260772,3104,15501,2024-11-29 22:00:00,2024-11-29 22:25:00,25,SubmitAssignment
1260773,3104,15501,2024-09-22 05:00:00,2024-09-22 06:09:00,69,ViewLectures
1260774,3104,15501,2024-11-25 23:00:00,2024-11-26 01:52:00,172,Discussion
1260775,3104,15501,2024-11-14 00:00:00,2024-11-14 01:37:00,97,Discussion
1260776,3104,15501,2024-11-27 02:00:00,2024-11-27 03:59:00,119,SubmitAssignment
1260777,3104,15501,2024-09-07 19:00:00,2024-09-07 19:15:00,15,ViewGrades
1260778,3104,15501,2024-10-28 18:00:00,2024-10-28 19:35:00,95,ViewLectures
1260779,3104,15501,2024-09-04 00:00:00,2024-09-04 02:33:00,153,Discussion
1260780,3104,15501,2024-09-01 00:00:00,2024-09-01 02:37:00,157,SubmitAssignment
1260781,3104,15501,2024-12-13 09:00:00,2024-12-13 09:41:00,41,ViewGrades
1260782,3104,15501,2024-10-26 14:00:00,2024-10-26 15:18:00,78,Discussion
1260783,3104,15501,2024-12-02 16:00:00,2024-12-02 16:20:00,20,Discussion
1260784,3104,15501,2024-09-28 05:00:00,2024-09-28 07:22:00,142,ViewGrades
1260785,3104,15501,2024-10-04 06:00:00,2024-10-04 08:33:00,153,ViewLectures
1260786,3104,15501,2024-09-22 20:00:00,2024-09-22 22:50:00,170,SubmitAssignment
1260787,3104,15501,2024-11-13 00:00:00,2024-11-13 02:41:00,161,Discussion
1260788,3104,15501,2024-12-11 19:00:00,2024-12-11 21:27:00,147,Discussion
1260789,3104,15501,2024-10-07 21:00:00,2024-10-07 23:58:00,178,SubmitAssignment
1260790,3104,15501,2024-09-30 13:00:00,2024-09-30 14:47:00,107,Other
1260791,3104,15501,2024-11-22 19:00:00,2024-11-22 19:47:00,47,ViewGrades
1260792,3104,15501,2024-11-09 23:00:00,2024-11-09 23:26:00,26,Other
1260793,3104,15501,2024-09-13 10:00:00,2024-09-13 12:32:00,152,Discussion
1260794,3104,15501,2024-10-15 15:00:00,2024-10-15 17:30:00,150,Discussion
1260795,3104,15501,2024-09-04 00:00:00,2024-09-04 01:12:00,72,SubmitAssignment
1260796,3104,15501,2024-11-30 07:00:00,2024-11-30 08:21:00,81,SubmitAssignment
1260797,3104,15501,2024-09-07 06:00:00,2024-09-07 08:47:00,167,ViewLectures
1260798,3104,15501,2024-09-14 02:00:00,2024-09-14 04:57:00,177,ViewGrades
1260799,3104,15501,2024-10-08 15:00:00,2024-10-08 15:47:00,47,SubmitAssignment
1260800,3104,15501,2024-10-23 17:00:00,2024-10-23 19:05:00,125,ViewGrades
1260801,3104,15501,2024-10-22 19:00:00,2024-10-22 21:51:00,171,Discussion
1260802,3104,15501,2024-09-05 02:00:00,2024-09-05 04:39:00,159,Discussion
1260803,3104,15501,2024-11-22 12:00:00,2024-11-22 14:11:00,131,Discussion
1260804,3104,15501,2024-10-18 10:00:00,2024-10-18 10:15:00,15,ViewLectures
1260805,3104,15501,2024-11-07 23:00:00,2024-11-07 23:58:00,58,Other
1260806,3104,15501,2024-09-15 11:00:00,2024-09-15 13:30:00,150,Discussion
1260807,3104,15501,2024-10-17 01:00:00,2024-10-17 03:41:00,161,Other
1260808,3104,15501,2024-11-21 01:00:00,2024-11-21 02:55:00,115,SubmitAssignment
1260809,3104,15501,2024-10-09 13:00:00,2024-10-09 14:06:00,66,ViewGrades
1260810,3104,15501,2024-12-13 09:00:00,2024-12-13 11:11:00,131,Discussion
1260811,3104,15501,2024-10-08 10:00:00,2024-10-08 11:54:00,114,ViewGrades
1260812,3104,15502,2024-11-02 08:00:00,2024-11-02 08:59:00,59,ViewGrades
1260813,3104,15502,2024-12-05 07:00:00,2024-12-05 07:23:00,23,SubmitAssignment
1260814,3104,15502,2024-10-18 17:00:00,2024-10-18 19:39:00,159,Discussion
1260815,3104,15502,2024-09-24 19:00:00,2024-09-24 20:59:00,119,ViewLectures
1260816,3104,15502,2024-09-01 21:00:00,2024-09-01 23:40:00,160,Other
1260817,3104,15502,2024-11-26 06:00:00,2024-11-26 08:23:00,143,Discussion
1260818,3104,15502,2024-10-12 12:00:00,2024-10-12 14:43:00,163,Other
1260819,3104,15502,2024-10-01 16:00:00,2024-10-01 17:49:00,109,Discussion
1260820,3104,15502,2024-11-01 00:00:00,2024-11-01 02:03:00,123,Discussion
1260821,3104,15502,2024-10-07 16:00:00,2024-10-07 17:49:00,109,ViewLectures
1260822,3104,15502,2024-09-06 19:00:00,2024-09-06 19:17:00,17,ViewGrades
1260823,3104,15502,2024-11-13 03:00:00,2024-11-13 03:21:00,21,Discussion
1260824,3104,15502,2024-11-24 04:00:00,2024-11-24 06:53:00,173,Discussion
1260825,3104,15502,2024-09-11 11:00:00,2024-09-11 12:06:00,66,SubmitAssignment
1260826,3104,15502,2024-12-11 17:00:00,2024-12-11 19:34:00,154,Discussion
1260827,3104,15502,2024-09-02 12:00:00,2024-09-02 14:36:00,156,ViewLectures
1260828,3104,15502,2024-12-10 10:00:00,2024-12-10 11:41:00,101,ViewGrades
1260829,3104,15502,2024-09-30 20:00:00,2024-09-30 21:52:00,112,Other
1260830,3104,15502,2024-09-11 16:00:00,2024-09-11 16:25:00,25,ViewLectures
1260831,3104,15502,2024-10-10 18:00:00,2024-10-10 19:12:00,72,Discussion
1260832,3104,15502,2024-09-23 07:00:00,2024-09-23 08:29:00,89,SubmitAssignment
1260833,3104,15502,2024-12-02 12:00:00,2024-12-02 12:32:00,32,Other
1260834,3104,15502,2024-10-03 20:00:00,2024-10-03 21:49:00,109,Discussion
1260835,3104,15502,2024-09-30 15:00:00,2024-09-30 16:33:00,93,Discussion
1260836,3104,15502,2024-09-12 02:00:00,2024-09-12 03:23:00,83,ViewLectures
1260837,3104,15502,2024-11-10 12:00:00,2024-11-10 14:58:00,178,ViewLectures
1260838,3104,15502,2024-10-07 19:00:00,2024-10-07 21:44:00,164,ViewLectures
1260839,3104,15502,2024-11-06 14:00:00,2024-11-06 15:05:00,65,ViewGrades
1260840,3104,15502,2024-09-02 02:00:00,2024-09-02 03:11:00,71,Other
1260841,3104,15502,2024-11-28 15:00:00,2024-11-28 16:07:00,67,ViewLectures
1260842,3104,15502,2024-12-01 08:00:00,2024-12-01 08:53:00,53,SubmitAssignment
1260843,3104,15502,2024-10-15 20:00:00,2024-10-15 20:27:00,27,ViewGrades
1260844,3104,15502,2024-10-09 10:00:00,2024-10-09 12:54:00,174,SubmitAssignment
1260845,3104,15502,2024-10-29 20:00:00,2024-10-29 22:54:00,174,SubmitAssignment
1260846,3104,15502,2024-10-10 02:00:00,2024-10-10 04:38:00,158,SubmitAssignment
1260847,3104,15502,2024-10-21 05:00:00,2024-10-21 05:56:00,56,SubmitAssignment
1260848,3104,15502,2024-11-21 09:00:00,2024-11-21 11:15:00,135,ViewLectures
1260849,3104,15502,2024-10-15 18:00:00,2024-10-15 19:25:00,85,SubmitAssignment
1260850,3104,15502,2024-12-01 02:00:00,2024-12-01 04:10:00,130,Other
1260851,3104,15502,2024-09-05 02:00:00,2024-09-05 04:19:00,139,ViewLectures
1260852,3104,15502,2024-10-30 08:00:00,2024-10-30 08:56:00,56,ViewGrades
1260853,3104,15502,2024-09-03 13:00:00,2024-09-03 14:01:00,61,Discussion
1260854,3104,15502,2024-11-09 11:00:00,2024-11-09 12:01:00,61,Other
1260855,3104,15502,2024-12-05 09:00:00,2024-12-05 11:44:00,164,Other
1260856,3104,15502,2024-10-03 06:00:00,2024-10-03 06:33:00,33,SubmitAssignment
1260857,3104,15502,2024-10-16 10:00:00,2024-10-16 10:54:00,54,Other
1260858,3104,15502,2024-10-05 01:00:00,2024-10-05 01:49:00,49,ViewLectures
1260859,3104,15502,2024-10-06 06:00:00,2024-10-06 08:55:00,175,ViewGrades
1260860,3104,15502,2024-12-08 11:00:00,2024-12-08 12:06:00,66,Other
1260861,3104,15502,2024-12-11 06:00:00,2024-12-11 06:22:00,22,Other
1260862,3104,15502,2024-12-06 12:00:00,2024-12-06 14:02:00,122,Discussion
1260863,3104,15502,2024-11-26 12:00:00,2024-11-26 14:45:00,165,ViewLectures
1260864,3104,15502,2024-09-21 08:00:00,2024-09-21 09:03:00,63,Other
1260865,3104,15502,2024-12-03 00:00:00,2024-12-03 00:29:00,29,SubmitAssignment
1260866,3104,15502,2024-11-24 14:00:00,2024-11-24 16:23:00,143,Discussion
1260867,3104,15502,2024-09-08 09:00:00,2024-09-08 09:50:00,50,Discussion
1260868,3104,15502,2024-11-25 17:00:00,2024-11-25 19:01:00,121,SubmitAssignment
1260869,3104,15502,2024-10-23 06:00:00,2024-10-23 06:55:00,55,Discussion
1260870,3104,15502,2024-09-13 01:00:00,2024-09-13 03:36:00,156,Other
1260871,3104,15502,2024-09-24 01:00:00,2024-09-24 03:40:00,160,ViewGrades
1260872,3104,15502,2024-10-20 10:00:00,2024-10-20 11:44:00,104,Discussion
1260873,3104,15502,2024-09-23 18:00:00,2024-09-23 19:04:00,64,SubmitAssignment
1260874,3104,15502,2024-09-17 01:00:00,2024-09-17 03:43:00,163,ViewLectures
1260875,3104,15502,2024-11-12 15:00:00,2024-11-12 17:28:00,148,ViewLectures
1260876,3104,15502,2024-09-09 22:00:00,2024-09-10 00:35:00,155,SubmitAssignment
1260877,3104,15502,2024-11-30 15:00:00,2024-11-30 17:35:00,155,SubmitAssignment
1260878,3104,15502,2024-12-02 04:00:00,2024-12-02 05:42:00,102,SubmitAssignment
1260879,3104,15502,2024-12-02 07:00:00,2024-12-02 09:58:00,178,SubmitAssignment
1260880,3104,15502,2024-10-10 14:00:00,2024-10-10 16:35:00,155,ViewGrades
1260881,3104,15502,2024-09-26 18:00:00,2024-09-26 19:44:00,104,ViewGrades
1260882,3104,15502,2024-10-11 16:00:00,2024-10-11 17:19:00,79,Discussion
1260883,3104,15502,2024-10-13 22:00:00,2024-10-14 00:45:00,165,ViewGrades
1260884,3104,15502,2024-09-30 01:00:00,2024-09-30 03:02:00,122,ViewGrades
1271151,3129,15623,2024-10-15 01:00:00,2024-10-15 03:38:00,158,Discussion
1271152,3129,15623,2024-11-05 12:00:00,2024-11-05 14:54:00,174,ViewGrades
1271153,3129,15623,2024-11-30 03:00:00,2024-11-30 03:33:00,33,Other
1271154,3129,15623,2024-11-22 23:00:00,2024-11-23 00:14:00,74,Discussion
1271155,3129,15623,2024-09-22 16:00:00,2024-09-22 16:31:00,31,ViewGrades
1271156,3129,15623,2024-09-25 04:00:00,2024-09-25 06:23:00,143,ViewLectures
1271157,3129,15623,2024-10-02 21:00:00,2024-10-02 23:54:00,174,Other
1271158,3129,15623,2024-12-05 20:00:00,2024-12-05 20:56:00,56,ViewGrades
1271159,3129,15623,2024-10-24 05:00:00,2024-10-24 06:20:00,80,Other
1271160,3129,15623,2024-09-21 02:00:00,2024-09-21 04:11:00,131,SubmitAssignment
1271161,3129,15623,2024-11-16 09:00:00,2024-11-16 09:38:00,38,Discussion
1271162,3129,15623,2024-09-23 10:00:00,2024-09-23 10:29:00,29,ViewGrades
1271163,3129,15623,2024-11-01 16:00:00,2024-11-01 18:51:00,171,ViewGrades
1271164,3129,15623,2024-10-10 04:00:00,2024-10-10 04:48:00,48,SubmitAssignment
1271165,3129,15623,2024-12-03 18:00:00,2024-12-03 18:52:00,52,Other
1271166,3129,15623,2024-10-31 07:00:00,2024-10-31 08:29:00,89,Other
1271167,3129,15623,2024-10-18 00:00:00,2024-10-18 02:47:00,167,SubmitAssignment
1271168,3129,15623,2024-10-12 10:00:00,2024-10-12 10:17:00,17,SubmitAssignment
1271169,3129,15623,2024-11-12 02:00:00,2024-11-12 03:55:00,115,ViewLectures
1271170,3129,15623,2024-11-03 14:00:00,2024-11-03 16:21:00,141,SubmitAssignment
1271171,3129,15623,2024-09-11 14:00:00,2024-09-11 15:41:00,101,ViewLectures
1271172,3129,15623,2024-09-18 07:00:00,2024-09-18 09:13:00,133,SubmitAssignment
1271173,3129,15623,2024-09-15 04:00:00,2024-09-15 04:23:00,23,Other
1271174,3129,15623,2024-11-27 03:00:00,2024-11-27 03:37:00,37,Discussion
1271175,3129,15623,2024-11-09 10:00:00,2024-11-09 12:40:00,160,Other
1271176,3129,15623,2024-12-04 02:00:00,2024-12-04 02:27:00,27,SubmitAssignment
1271177,3129,15623,2024-11-18 12:00:00,2024-11-18 12:36:00,36,SubmitAssignment
1271178,3129,15623,2024-09-15 09:00:00,2024-09-15 10:44:00,104,Other
1271179,3129,15623,2024-09-17 00:00:00,2024-09-17 02:22:00,142,Other
1271180,3129,15623,2024-10-12 14:00:00,2024-10-12 15:39:00,99,ViewGrades
1271181,3129,15623,2024-12-11 18:00:00,2024-12-11 20:37:00,157,Discussion
1271182,3129,15624,2024-09-10 01:00:00,2024-09-10 02:58:00,118,Discussion
1271183,3129,15624,2024-11-20 13:00:00,2024-11-20 15:04:00,124,SubmitAssignment
1271184,3129,15624,2024-11-29 22:00:00,2024-11-30 00:25:00,145,ViewLectures
1271185,3129,15624,2024-11-03 03:00:00,2024-11-03 05:10:00,130,Other
1271186,3129,15624,2024-09-21 13:00:00,2024-09-21 15:22:00,142,Discussion
1271187,3129,15624,2024-11-06 07:00:00,2024-11-06 07:40:00,40,ViewLectures
1271188,3129,15624,2024-09-19 02:00:00,2024-09-19 03:31:00,91,ViewGrades
1271189,3129,15624,2024-09-05 18:00:00,2024-09-05 18:49:00,49,ViewGrades
1271190,3129,15624,2024-10-12 21:00:00,2024-10-12 22:45:00,105,Other
1271191,3129,15624,2024-09-05 19:00:00,2024-09-05 21:56:00,176,ViewLectures
1271192,3129,15624,2024-11-04 10:00:00,2024-11-04 10:50:00,50,Other
1271193,3129,15624,2024-10-29 11:00:00,2024-10-29 12:09:00,69,Other
1271194,3129,15624,2024-10-09 17:00:00,2024-10-09 18:06:00,66,ViewGrades
1271195,3129,15624,2024-09-05 12:00:00,2024-09-05 12:38:00,38,Other
1271196,3129,15624,2024-10-11 23:00:00,2024-10-11 23:47:00,47,SubmitAssignment
1271197,3129,15624,2024-09-28 17:00:00,2024-09-28 18:39:00,99,ViewLectures
1271198,3129,15624,2024-10-31 09:00:00,2024-10-31 11:05:00,125,Discussion
1271199,3129,15624,2024-10-12 17:00:00,2024-10-12 17:45:00,45,Discussion
1271200,3129,15624,2024-12-11 01:00:00,2024-12-11 03:38:00,158,Other
1271201,3129,15624,2024-12-13 00:00:00,2024-12-13 00:51:00,51,Other
1271202,3129,15624,2024-09-08 11:00:00,2024-09-08 11:41:00,41,ViewLectures
1271203,3129,15624,2024-10-25 13:00:00,2024-10-25 14:05:00,65,SubmitAssignment
1271204,3129,15624,2024-11-18 18:00:00,2024-11-18 19:26:00,86,Discussion
1271205,3129,15624,2024-09-30 23:00:00,2024-10-01 00:43:00,103,ViewLectures
1271206,3129,15624,2024-09-23 11:00:00,2024-09-23 12:23:00,83,SubmitAssignment
1271207,3129,15624,2024-11-18 12:00:00,2024-11-18 14:21:00,141,Other
1271208,3129,15624,2024-12-10 08:00:00,2024-12-10 09:28:00,88,Other
1271209,3129,15624,2024-12-11 20:00:00,2024-12-11 21:57:00,117,Other
1271210,3129,15624,2024-10-30 19:00:00,2024-10-30 19:19:00,19,Discussion
1271211,3129,15624,2024-09-09 04:00:00,2024-09-09 04:49:00,49,Other
1271212,3129,15624,2024-11-23 11:00:00,2024-11-23 11:58:00,58,Other
1271213,3129,15624,2024-12-04 21:00:00,2024-12-04 21:18:00,18,ViewLectures
1271214,3129,15625,2024-11-13 15:00:00,2024-11-13 16:50:00,110,ViewGrades
1271215,3129,15625,2024-09-28 06:00:00,2024-09-28 08:34:00,154,Discussion
1271216,3129,15625,2024-10-31 16:00:00,2024-10-31 18:04:00,124,ViewLectures
1271217,3129,15625,2024-12-06 01:00:00,2024-12-06 02:08:00,68,ViewGrades
1271218,3129,15625,2024-11-04 01:00:00,2024-11-04 01:38:00,38,ViewLectures
1271219,3129,15625,2024-12-01 20:00:00,2024-12-01 21:07:00,67,Other
1271220,3129,15625,2024-11-12 16:00:00,2024-11-12 17:05:00,65,ViewGrades
1271221,3129,15625,2024-12-11 13:00:00,2024-12-11 13:56:00,56,Discussion
1271222,3129,15625,2024-11-07 06:00:00,2024-11-07 07:45:00,105,Discussion
1271223,3129,15625,2024-10-13 16:00:00,2024-10-13 17:59:00,119,Other
1271224,3129,15625,2024-11-18 22:00:00,2024-11-19 00:02:00,122,ViewGrades
1271225,3129,15625,2024-11-18 23:00:00,2024-11-19 01:39:00,159,SubmitAssignment
1271226,3129,15625,2024-10-01 08:00:00,2024-10-01 10:43:00,163,Other
1271227,3129,15625,2024-09-26 08:00:00,2024-09-26 10:32:00,152,Other
1271228,3129,15625,2024-09-27 13:00:00,2024-09-27 15:25:00,145,Other
1271229,3129,15625,2024-11-18 12:00:00,2024-11-18 12:20:00,20,ViewLectures
1271230,3129,15625,2024-11-10 02:00:00,2024-11-10 04:55:00,175,SubmitAssignment
1271231,3129,15625,2024-12-11 13:00:00,2024-12-11 13:43:00,43,ViewGrades
1271232,3129,15625,2024-11-27 13:00:00,2024-11-27 15:35:00,155,ViewLectures
1271233,3129,15625,2024-10-26 19:00:00,2024-10-26 20:32:00,92,ViewGrades
1271234,3129,15625,2024-09-14 05:00:00,2024-09-14 07:28:00,148,ViewGrades
1271235,3129,15625,2024-09-26 11:00:00,2024-09-26 13:59:00,179,ViewGrades
1271236,3129,15625,2024-10-04 10:00:00,2024-10-04 11:44:00,104,Discussion
1271237,3129,15625,2024-10-21 18:00:00,2024-10-21 19:07:00,67,Other
1271238,3129,15625,2024-10-23 05:00:00,2024-10-23 06:49:00,109,Other
1271239,3129,15625,2024-09-27 09:00:00,2024-09-27 09:55:00,55,Discussion
1271240,3129,15625,2024-11-23 12:00:00,2024-11-23 13:41:00,101,Discussion
1271241,3129,15625,2024-09-11 03:00:00,2024-09-11 04:11:00,71,SubmitAssignment
1271242,3129,15625,2024-12-09 19:00:00,2024-12-09 19:32:00,32,ViewLectures
1271243,3129,15625,2024-10-17 09:00:00,2024-10-17 10:00:00,60,Other
1271244,3129,15626,2024-12-09 22:00:00,2024-12-09 23:16:00,76,ViewLectures
1271245,3129,15626,2024-11-19 15:00:00,2024-11-19 17:59:00,179,ViewLectures
1271246,3129,15626,2024-10-28 09:00:00,2024-10-28 10:22:00,82,Other
1271247,3129,15626,2024-10-29 12:00:00,2024-10-29 14:35:00,155,Other
1271248,3129,15626,2024-10-08 22:00:00,2024-10-08 23:01:00,61,ViewGrades
1271249,3129,15626,2024-12-06 23:00:00,2024-12-06 23:25:00,25,Other
1271250,3129,15626,2024-10-20 01:00:00,2024-10-20 02:52:00,112,Other
1271251,3129,15626,2024-12-02 00:00:00,2024-12-02 02:26:00,146,SubmitAssignment
1271252,3129,15626,2024-10-20 03:00:00,2024-10-20 03:32:00,32,Other
1271253,3129,15626,2024-10-26 00:00:00,2024-10-26 02:25:00,145,Discussion
1271254,3129,15626,2024-10-05 21:00:00,2024-10-05 23:26:00,146,SubmitAssignment
1271255,3129,15626,2024-09-06 06:00:00,2024-09-06 07:03:00,63,SubmitAssignment
1271256,3129,15626,2024-10-27 00:00:00,2024-10-27 01:06:00,66,ViewLectures
1271257,3129,15626,2024-10-07 16:00:00,2024-10-07 17:14:00,74,SubmitAssignment
1271258,3129,15626,2024-11-27 10:00:00,2024-11-27 11:31:00,91,Discussion
1271259,3129,15626,2024-09-03 04:00:00,2024-09-03 06:47:00,167,ViewLectures
1271260,3129,15626,2024-10-06 02:00:00,2024-10-06 04:13:00,133,Discussion
1271261,3129,15626,2024-10-08 19:00:00,2024-10-08 20:11:00,71,Other
1271262,3129,15626,2024-10-24 21:00:00,2024-10-24 21:26:00,26,Discussion
1271263,3129,15626,2024-10-03 09:00:00,2024-10-03 09:48:00,48,ViewLectures
1271264,3129,15626,2024-12-06 02:00:00,2024-12-06 04:47:00,167,Discussion
1271265,3129,15626,2024-11-27 19:00:00,2024-11-27 20:06:00,66,Other
1271266,3129,15626,2024-10-15 14:00:00,2024-10-15 15:34:00,94,ViewGrades
1271267,3129,15626,2024-12-05 18:00:00,2024-12-05 19:52:00,112,SubmitAssignment
1271268,3129,15626,2024-09-24 04:00:00,2024-09-24 05:01:00,61,Discussion
1271269,3129,15626,2024-09-21 21:00:00,2024-09-21 22:33:00,93,ViewGrades
1271270,3129,15626,2024-11-06 07:00:00,2024-11-06 07:54:00,54,ViewGrades
1271271,3129,15626,2024-11-09 19:00:00,2024-11-09 21:59:00,179,Discussion
1271272,3129,15626,2024-11-22 11:00:00,2024-11-22 13:19:00,139,Discussion
1271273,3129,15626,2024-11-29 23:00:00,2024-11-29 23:39:00,39,ViewLectures
1271274,3129,15626,2024-09-07 17:00:00,2024-09-07 18:06:00,66,SubmitAssignment
1271275,3129,15626,2024-10-03 18:00:00,2024-10-03 20:19:00,139,Discussion
1271276,3129,15626,2024-10-14 19:00:00,2024-10-14 20:07:00,67,ViewGrades
1271277,3129,15626,2024-10-01 01:00:00,2024-10-01 02:30:00,90,ViewLectures
1271278,3129,15626,2024-10-06 06:00:00,2024-10-06 07:16:00,76,Discussion
1271279,3129,15626,2024-10-30 12:00:00,2024-10-30 13:25:00,85,Discussion
1271280,3129,15626,2024-09-10 21:00:00,2024-09-10 23:57:00,177,SubmitAssignment
1271281,3129,15626,2024-12-03 02:00:00,2024-12-03 04:58:00,178,ViewGrades
1271282,3129,15626,2024-10-11 17:00:00,2024-10-11 19:43:00,163,ViewLectures
1271283,3129,15626,2024-11-18 08:00:00,2024-11-18 10:59:00,179,Other
1271284,3129,15626,2024-10-27 14:00:00,2024-10-27 16:16:00,136,SubmitAssignment
1271285,3129,15626,2024-10-23 01:00:00,2024-10-23 02:06:00,66,ViewGrades
1271286,3129,15626,2024-09-20 17:00:00,2024-09-20 18:22:00,82,Discussion
1271287,3129,15627,2024-09-09 10:00:00,2024-09-09 11:39:00,99,ViewGrades
1271288,3129,15627,2024-11-06 17:00:00,2024-11-06 19:59:00,179,ViewGrades
1271289,3129,15627,2024-10-25 11:00:00,2024-10-25 12:50:00,110,Other
1271290,3129,15627,2024-12-10 23:00:00,2024-12-11 01:25:00,145,ViewGrades
1271291,3129,15627,2024-10-22 14:00:00,2024-10-22 15:11:00,71,ViewGrades
1271292,3129,15627,2024-12-09 06:00:00,2024-12-09 07:19:00,79,Discussion
1271293,3129,15627,2024-09-04 18:00:00,2024-09-04 19:22:00,82,ViewGrades
1271294,3129,15627,2024-10-28 23:00:00,2024-10-29 01:28:00,148,ViewGrades
1271295,3129,15627,2024-09-05 04:00:00,2024-09-05 05:11:00,71,SubmitAssignment
1271296,3129,15627,2024-11-13 16:00:00,2024-11-13 16:40:00,40,Other
1271297,3129,15627,2024-09-17 11:00:00,2024-09-17 11:26:00,26,Discussion
1271298,3129,15627,2024-11-13 16:00:00,2024-11-13 16:28:00,28,ViewLectures
1271299,3129,15627,2024-11-30 20:00:00,2024-11-30 22:31:00,151,Discussion
1271300,3129,15627,2024-09-15 08:00:00,2024-09-15 08:50:00,50,ViewLectures
1271301,3129,15627,2024-11-08 16:00:00,2024-11-08 17:09:00,69,SubmitAssignment
