GradeEventID,EnrollmentID,AssignmentType,AssignmentName,PointsEarned,PointsPossible,SubmissionDate,IsOnTime,GradePercentage
122741,15624,Midterm,bring,71.08,100,2025-11-06 16:41:09.702512,True,71.08
122742,15624,Project,if,55.65,100,2025-11-06 16:41:09.702512,True,55.65
122743,15624,FinalExam,car,90.72,100,2025-11-06 16:41:09.702512,True,90.72
122744,15624,Quiz,with,58.54,100,2025-11-06 16:41:09.702512,True,58.54
122745,15624,FinalExam,challenge,83.4,100,2025-11-06 16:41:09.702512,True,83.4
122746,15624,FinalExam,attack,62.07,100,2025-11-06 16:41:09.702512,True,62.07
122747,15624,Quiz,practice,54.98,100,2025-11-06 16:41:09.702512,False,54.98
122748,15625,Quiz,economic,57.91,100,2025-11-06 16:41:09.703049,True,57.91
122749,15625,Quiz,receive,67.68,100,2025-11-06 16:41:09.703049,True,67.68
122750,15625,FinalExam,bed,73.75,100,2025-11-06 16:41:09.703049,True,73.75
122751,15625,Project,face,85.75,100,2025-11-06 16:41:09.703049,True,85.75
122752,15625,Project,low,64.71,100,2025-11-06 16:41:09.703554,True,64.71
122753,15625,Quiz,according,77.15,100,2025-11-06 16:41:09.703554,True,77.15
122754,15625,Project,threat,68.41,100,2025-11-06 16:41:09.703554,True,68.41
122755,15625,Project,air,88.26,100,2025-11-06 16:41:09.703554,True,88.26
122756,15625,Project,near,68.35,100,2025-11-06 16:41:09.703554,True,68.35
122757,15625,Quiz,meet,83.85,100,2025-11-06 16:41:09.703554,True,83.85
122758,15626,Project,wind,74.43,100,2025-11-06 16:41:09.703554,False,74.43
122759,15626,Homework,rate,81.18,100,2025-11-06 16:41:09.703554,True,81.18
122760,15626,Midterm,him,75.9,100,2025-11-06 16:41:09.703554,True,75.9
122761,15626,Project,stand,88.16,100,2025-11-06 16:41:09.703554,True,88.16
122762,15626,Quiz,with,77.79,100,2025-11-06 16:41:09.703554,True,77.79
122763,15626,Homework,growth,68.59,100,2025-11-06 16:41:09.703554,True,68.59
122764,15626,Midterm,break,64.42,100,2025-11-06 16:41:09.703554,True,64.42
122765,15626,Project,trade,56.96,100,2025-11-06 16:41:09.703554,False,56.96
122766,15626,Midterm,police,75.96,100,2025-11-06 16:41:09.703554,True,75.96
122767,15626,Quiz,tend,69.36,100,2025-11-06 16:41:09.703554,True,69.36
122768,15626,Project,history,79.22,100,2025-11-06 16:41:09.703554,True,79.22
122769,15627,FinalExam,beautiful,64.62,100,2025-11-06 16:41:09.704575,False,64.62
122770,15627,FinalExam,cost,81.4,100,2025-11-06 16:41:09.704575,True,81.4
122771,15627,FinalExam,then,88.84,100,2025-11-06 16:41:09.704575,True,88.84
122772,15627,Project,in,70.54,100,2025-11-06 16:41:09.704575,True,70.54
122773,15627,Homework,everybody,73.2,100,2025-11-06 16:41:09.704575,True,73.2
124793,15883,FinalExam,charge,85.31,100,2025-11-06 16:41:09.882752,True,85.31
124794,15883,FinalExam,yourself,92.46,100,2025-11-06 16:41:09.882752,True,92.46
124795,15883,Quiz,others,78.52,100,2025-11-06 16:41:09.883264,True,78.52
124796,15883,Project,consider,83.55,100,2025-11-06 16:41:09.883264,True,83.55
124797,15883,Project,determine,95.76,100,2025-11-06 16:41:09.883264,True,95.76
124798,15883,FinalExam,wrong,87.36,100,2025-11-06 16:41:09.883264,True,87.36
124799,15883,Midterm,herself,85.98,100,2025-11-06 16:41:09.883264,True,85.98
124800,15883,Project,cold,99.14,100,2025-11-06 16:41:09.883264,True,99.14
124801,15884,Project,business,81.54,100,2025-11-06 16:41:09.883264,True,81.54
124802,15884,Quiz,sing,92.28,100,2025-11-06 16:41:09.883264,True,92.28
124803,15884,FinalExam,evening,69.61,100,2025-11-06 16:41:09.884287,True,69.61
124804,15884,Midterm,gas,92.66,100,2025-11-06 16:41:09.884287,True,92.66
124805,15884,Homework,program,74.64,100,2025-11-06 16:41:09.884287,True,74.64
124806,15884,Homework,how,90.02,100,2025-11-06 16:41:09.884287,True,90.02
124807,15884,Quiz,difficult,100.0,100,2025-11-06 16:41:09.884287,True,100.0
124808,15885,Homework,produce,87.48,100,2025-11-06 16:41:09.884287,True,87.48
124809,15885,Midterm,recognize,91.4,100,2025-11-06 16:41:09.884287,False,91.4
124810,15885,Quiz,past,73.5,100,2025-11-06 16:41:09.884287,True,73.5
124811,15885,FinalExam,relate,82.84,100,2025-11-06 16:41:09.884287,True,82.84
124812,15885,Midterm,develop,74.97,100,2025-11-06 16:41:09.884287,False,74.97
124813,15885,Midterm,hot,71.03,100,2025-11-06 16:41:09.884287,False,71.03
124814,15885,Quiz,college,92.17,100,2025-11-06 16:41:09.884287,True,92.17
124815,15885,FinalExam,writer,83.97,100,2025-11-06 16:41:09.885304,False,83.97
124816,15885,FinalExam,executive,100.0,100,2025-11-06 16:41:09.885304,True,100.0
124817,15885,Homework,call,100.0,100,2025-11-06 16:41:09.885304,True,100.0
124818,15885,FinalExam,help,77.19,100,2025-11-06 16:41:09.885304,True,77.19
124819,15886,Project,expert,77.63,100,2025-11-06 16:41:09.885811,True,77.63
124820,15886,FinalExam,month,82.02,100,2025-11-06 16:41:09.885811,True,82.02
124821,15886,Quiz,American,81.37,100,2025-11-06 16:41:09.885811,True,81.37
124822,15886,Midterm,good,100.0,100,2025-11-06 16:41:09.885811,True,100.0
124823,15886,Project,trade,84.19,100,2025-11-06 16:41:09.885811,True,84.19
124824,15886,Homework,player,100.0,100,2025-11-06 16:41:09.885811,True,100.0
124825,15886,FinalExam,social,83.23,100,2025-11-06 16:41:09.885811,True,83.23
124826,15886,Homework,it,77.65,100,2025-11-06 16:41:09.885811,True,77.65
124827,15886,FinalExam,through,77.7,100,2025-11-06 16:41:09.885811,True,77.7
124828,15886,Project,step,79.42,100,2025-11-06 16:41:09.885811,True,79.42
124829,15886,FinalExam,its,86.93,100,2025-11-06 16:41:09.885811,True,86.93
124830,15887,Homework,offer,83.61,100,2025-11-06 16:41:09.885811,True,83.61
124831,15887,Quiz,world,100.0,100,2025-11-06 16:41:09.885811,True,100.0
124832,15887,Midterm,hour,97.38,100,2025-11-06 16:41:09.886821,True,97.38
124833,15887,Homework,whose,85.54,100,2025-11-06 16:41:09.886821,False,85.54
124834,15887,Midterm,later,79.68,100,2025-11-06 16:41:09.886821,True,79.68
124835,15887,Homework,maintain,85.73,100,2025-11-06 16:41:09.886821,True,85.73
124836,15887,Quiz,include,86.2,100,2025-11-06 16:41:09.886821,True,86.2
124837,15887,FinalExam,lot,98.31,100,2025-11-06 16:41:09.886821,False,98.31
124838,15888,Quiz,opportunity,84.47,100,2025-11-06 16:41:09.887328,True,84.47
124839,15888,Homework,party,86.97,100,2025-11-06 16:41:09.887328,True,86.97
124840,15888,FinalExam,exist,78.63,100,2025-11-06 16:41:09.887328,True,78.63
124841,15888,Project,economic,74.45,100,2025-11-06 16:41:09.887328,True,74.45
124842,15888,Homework,forget,85.7,100,2025-11-06 16:41:09.887328,False,85.7
124843,15888,Homework,think,78.29,100,2025-11-06 16:41:09.887328,False,78.29
124844,15888,Project,seem,83.75,100,2025-11-06 16:41:09.887328,False,83.75
124845,15888,Midterm,worker,85.46,100,2025-11-06 16:41:09.887328,False,85.46
124846,15888,Quiz,customer,92.97,100,2025-11-06 16:41:09.887328,True,92.97
124847,15888,Quiz,blue,79.44,100,2025-11-06 16:41:09.887833,True,79.44
131582,16757,Project,spring,67.53,100,2025-11-06 16:41:10.585459,True,67.53
131583,16757,FinalExam,century,64.64,100,2025-11-06 16:41:10.585459,True,64.64
131584,16757,Midterm,term,69.71,100,2025-11-06 16:41:10.585459,True,69.71
131585,16757,Homework,place,65.73,100,2025-11-06 16:41:10.585459,True,65.73
131586,16757,Midterm,last,87.66,100,2025-11-06 16:41:10.585459,True,87.66
131587,16757,Midterm,shoulder,91.14,100,2025-11-06 16:41:10.585459,True,91.14
131588,16757,Quiz,author,85.74,100,2025-11-06 16:41:10.585459,True,85.74
131589,16757,Midterm,turn,73.26,100,2025-11-06 16:41:10.585459,True,73.26
131590,16757,Homework,item,66.72,100,2025-11-06 16:41:10.585459,True,66.72
131591,16757,Project,whatever,71.12,100,2025-11-06 16:41:10.585459,True,71.12
131592,16757,Homework,data,75.33,100,2025-11-06 16:41:10.585459,True,75.33
131593,16758,Midterm,keep,82.2,100,2025-11-06 16:41:10.586430,False,82.2
131594,16758,FinalExam,though,64.86,100,2025-11-06 16:41:10.586430,True,64.86
131595,16758,FinalExam,heavy,74.93,100,2025-11-06 16:41:10.586430,True,74.93
131596,16758,Homework,class,64.62,100,2025-11-06 16:41:10.586430,True,64.62
131597,16758,Homework,man,79.43,100,2025-11-06 16:41:10.586430,False,79.43
131598,16758,FinalExam,local,67.35,100,2025-11-06 16:41:10.586430,True,67.35
131599,16758,Homework,manage,73.05,100,2025-11-06 16:41:10.586430,False,73.05
131600,16758,Homework,catch,78.34,100,2025-11-06 16:41:10.586430,True,78.34
131601,16758,Midterm,special,67.7,100,2025-11-06 16:41:10.586430,False,67.7
131602,16758,Quiz,create,76.61,100,2025-11-06 16:41:10.586430,True,76.61
131603,16758,Homework,fine,64.86,100,2025-11-06 16:41:10.586430,True,64.86
131604,16759,Project,either,95.48,100,2025-11-06 16:41:10.586430,True,95.48
131605,16759,Quiz,maintain,54.61,100,2025-11-06 16:41:10.587405,False,54.61
131606,16759,Homework,political,58.33,100,2025-11-06 16:41:10.587405,True,58.33
131607,16759,Homework,stay,84.17,100,2025-11-06 16:41:10.587405,False,84.17
131608,16759,Homework,teacher,73.37,100,2025-11-06 16:41:10.587405,True,73.37
131609,16759,Quiz,phone,53.95,100,2025-11-06 16:41:10.587405,True,53.95
131610,16759,Quiz,quite,100.0,100,2025-11-06 16:41:10.587405,False,100.0
131611,16759,Midterm,cut,65.08,100,2025-11-06 16:41:10.587405,True,65.08
131612,16760,Quiz,himself,86.8,100,2025-11-06 16:41:10.587405,True,86.8
131613,16760,Project,drug,84.65,100,2025-11-06 16:41:10.587405,False,84.65
131614,16760,Quiz,wall,74.57,100,2025-11-06 16:41:10.587405,True,74.57
131615,16760,FinalExam,item,54.49,100,2025-11-06 16:41:10.587405,True,54.49
131616,16760,Midterm,camera,81.45,100,2025-11-06 16:41:10.587405,True,81.45
131617,16760,FinalExam,name,88.08,100,2025-11-06 16:41:10.587405,True,88.08
131618,16761,Quiz,from,80.48,100,2025-11-06 16:41:10.588408,True,80.48
131619,16761,Quiz,early,70.37,100,2025-11-06 16:41:10.588408,True,70.37
131620,16761,FinalExam,from,81.09,100,2025-11-06 16:41:10.588408,True,81.09
131621,16761,Quiz,language,79.39,100,2025-11-06 16:41:10.588408,True,79.39
131622,16761,Quiz,health,55.12,100,2025-11-06 16:41:10.588408,False,55.12
131623,16761,Midterm,both,89.1,100,2025-11-06 16:41:10.588408,True,89.1
131624,16762,Midterm,skill,55.67,100,2025-11-06 16:41:10.588408,True,55.67
131625,16762,Midterm,situation,80.99,100,2025-11-06 16:41:10.588408,True,80.99
131626,16762,Project,quality,51.97,100,2025-11-06 16:41:10.588408,True,51.97
131627,16762,FinalExam,return,65.77,100,2025-11-06 16:41:10.588408,True,65.77
131628,16762,Project,interesting,65.89,100,2025-11-06 16:41:10.588408,False,65.89
131629,16762,Project,edge,85.06,100,2025-11-06 16:41:10.588408,True,85.06
131836,16794,Quiz,person,52.21,100,2025-11-06 16:41:10.607328,True,52.21
131837,16794,Homework,society,49.36,100,2025-11-06 16:41:10.607328,True,49.36
131838,16794,Project,bed,40.88,100,2025-11-06 16:41:10.607328,False,40.88
131839,16794,Project,away,70.74,100,2025-11-06 16:41:10.607328,True,70.74
131840,16794,Midterm,skill,52.27,100,2025-11-06 16:41:10.607328,True,52.27
131841,16794,Midterm,third,51.69,100,2025-11-06 16:41:10.607328,True,51.69
131842,16794,FinalExam,several,70.62,100,2025-11-06 16:41:10.607328,True,70.62
131843,16794,Quiz,also,95.78,100,2025-11-06 16:41:10.607328,True,95.78
131844,16795,Quiz,always,52.17,100,2025-11-06 16:41:10.607328,False,52.17
131845,16795,FinalExam,live,48.89,100,2025-11-06 16:41:10.607328,True,48.89
131846,16795,Project,whatever,84.27,100,2025-11-06 16:41:10.608837,True,84.27
131847,16795,Homework,do,84.84,100,2025-11-06 16:41:10.608837,True,84.84
131848,16795,Homework,half,50.74,100,2025-11-06 16:41:10.608837,True,50.74
131849,16795,Midterm,development,57.16,100,2025-11-06 16:41:10.608837,True,57.16
131850,16795,Project,seem,58.09,100,2025-11-06 16:41:10.608837,True,58.09
131851,16795,Project,class,54.39,100,2025-11-06 16:41:10.608837,True,54.39
131852,16795,FinalExam,behavior,70.09,100,2025-11-06 16:41:10.608837,True,70.09
131853,16795,Homework,want,89.21,100,2025-11-06 16:41:10.608837,True,89.21
131854,16796,Homework,fine,23.07,100,2025-11-06 16:41:10.608837,True,23.07
131855,16796,Homework,environmental,79.6,100,2025-11-06 16:41:10.608837,True,79.6
131856,16796,Homework,choose,57.15,100,2025-11-06 16:41:10.608837,False,57.15
131857,16796,Midterm,firm,67.22,100,2025-11-06 16:41:10.608837,True,67.22
131858,16796,Midterm,pressure,41.83,100,2025-11-06 16:41:10.608837,True,41.83
131859,16796,Project,international,31.8,100,2025-11-06 16:41:10.608837,True,31.8
131860,16796,Homework,within,59.58,100,2025-11-06 16:41:10.608837,False,59.58
131861,16796,FinalExam,read,39.2,100,2025-11-06 16:41:10.608837,True,39.2
131862,16796,Homework,decide,36.9,100,2025-11-06 16:41:10.608837,True,36.9
131863,16796,Midterm,admit,100.0,100,2025-11-06 16:41:10.609848,True,100.0
131864,16796,FinalExam,reduce,82.76,100,2025-11-06 16:41:10.609848,True,82.76
131865,16797,Project,board,62.7,100,2025-11-06 16:41:10.609848,False,62.7
131866,16797,Midterm,because,49.2,100,2025-11-06 16:41:10.609848,True,49.2
131867,16797,Quiz,relate,67.41,100,2025-11-06 16:41:10.609848,True,67.41
131868,16797,FinalExam,likely,41.81,100,2025-11-06 16:41:10.609848,True,41.81
131869,16797,Project,something,50.84,100,2025-11-06 16:41:10.609848,True,50.84
131870,16797,Midterm,after,88.39,100,2025-11-06 16:41:10.609848,True,88.39
131871,16797,Quiz,sing,54.32,100,2025-11-06 16:41:10.609848,True,54.32
131872,16797,Quiz,keep,59.64,100,2025-11-06 16:41:10.609848,True,59.64
131873,16797,FinalExam,none,43.78,100,2025-11-06 16:41:10.609848,True,43.78
131874,16797,Homework,return,70.74,100,2025-11-06 16:41:10.609848,True,70.74
131875,16798,Midterm,for,60.68,100,2025-11-06 16:41:10.610848,True,60.68
131876,16798,FinalExam,whole,78.14,100,2025-11-06 16:41:10.610848,True,78.14
131877,16798,Quiz,dog,61.18,100,2025-11-06 16:41:10.610848,True,61.18
131878,16798,Project,tonight,48.39,100,2025-11-06 16:41:10.610848,True,48.39
131879,16798,Quiz,half,62.85,100,2025-11-06 16:41:10.610848,True,62.85
131880,16798,Midterm,their,77.12,100,2025-11-06 16:41:10.610848,True,77.12
131881,16798,Project,scene,74.99,100,2025-11-06 16:41:10.610848,True,74.99
131882,16798,Project,should,74.88,100,2025-11-06 16:41:10.610848,True,74.88
131883,16798,Project,give,100.0,100,2025-11-06 16:41:10.610848,True,100.0
131884,16798,Project,agree,48.96,100,2025-11-06 16:41:10.610848,True,48.96
132676,16895,Midterm,plant,61.07,100,2025-11-06 16:41:10.678023,True,61.07
132677,16895,Project,officer,62.5,100,2025-11-06 16:41:10.678023,True,62.5
132678,16895,Midterm,science,44.64,100,2025-11-06 16:41:10.678023,False,44.64
132679,16895,Quiz,because,33.95,100,2025-11-06 16:41:10.678023,True,33.95
132680,16895,Homework,late,35.48,100,2025-11-06 16:41:10.678023,True,35.48
132681,16895,Homework,least,64.97,100,2025-11-06 16:41:10.678023,True,64.97
132682,16895,Midterm,church,61.14,100,2025-11-06 16:41:10.678023,True,61.14
132683,16896,Quiz,economic,85.05,100,2025-11-06 16:41:10.678023,True,85.05
132684,16896,Midterm,direction,39.75,100,2025-11-06 16:41:10.678023,True,39.75
132685,16896,FinalExam,cell,79.69,100,2025-11-06 16:41:10.678023,True,79.69
132686,16896,Quiz,politics,68.32,100,2025-11-06 16:41:10.678023,True,68.32
132687,16896,Homework,something,87.98,100,2025-11-06 16:41:10.678023,True,87.98
132688,16897,Midterm,approach,39.62,100,2025-11-06 16:41:10.679024,True,39.62
132689,16897,Homework,one,63.37,100,2025-11-06 16:41:10.679024,True,63.37
132690,16897,Quiz,single,62.81,100,2025-11-06 16:41:10.679024,True,62.81
132691,16897,Homework,matter,55.97,100,2025-11-06 16:41:10.679024,True,55.97
132692,16897,Quiz,beat,60.86,100,2025-11-06 16:41:10.679024,True,60.86
132693,16897,Homework,above,36.81,100,2025-11-06 16:41:10.679024,True,36.81
132694,16897,Homework,hold,75.4,100,2025-11-06 16:41:10.679024,False,75.4
132695,16898,Midterm,wide,48.02,100,2025-11-06 16:41:10.679024,True,48.02
132696,16898,FinalExam,visit,66.5,100,2025-11-06 16:41:10.679024,True,66.5
132697,16898,Midterm,sport,48.8,100,2025-11-06 16:41:10.679024,True,48.8
132698,16898,Midterm,decision,47.48,100,2025-11-06 16:41:10.680023,True,47.48
132699,16898,Midterm,bar,78.38,100,2025-11-06 16:41:10.680023,True,78.38
132700,16898,FinalExam,above,61.91,100,2025-11-06 16:41:10.680023,False,61.91
132701,16898,Quiz,best,71.21,100,2025-11-06 16:41:10.680023,True,71.21
132702,16899,FinalExam,message,62.67,100,2025-11-06 16:41:10.680023,True,62.67
132703,16899,Midterm,technology,73.25,100,2025-11-06 16:41:10.680023,True,73.25
132704,16899,Quiz,upon,60.81,100,2025-11-06 16:41:10.680023,True,60.81
132705,16899,Homework,where,84.4,100,2025-11-06 16:41:10.680023,True,84.4
132706,16899,FinalExam,firm,42.53,100,2025-11-06 16:41:10.680023,True,42.53
132707,16899,FinalExam,scene,77.01,100,2025-11-06 16:41:10.680023,True,77.01
132708,16899,Project,new,67.69,100,2025-11-06 16:41:10.680023,True,67.69
132709,16900,Quiz,yard,62.42,100,2025-11-06 16:41:10.681023,False,62.42
132710,16900,Midterm,policy,78.79,100,2025-11-06 16:41:10.681023,True,78.79
132711,16900,Quiz,someone,55.05,100,2025-11-06 16:41:10.681023,True,55.05
132712,16900,Project,teach,50.45,100,2025-11-06 16:41:10.681023,True,50.45
132713,16900,Project,suggest,85.03,100,2025-11-06 16:41:10.681023,True,85.03
132714,16900,FinalExam,lose,42.72,100,2025-11-06 16:41:10.681023,False,42.72
132715,16900,FinalExam,affect,62.67,100,2025-11-06 16:41:10.681023,True,62.67
132716,16900,Homework,pick,61.14,100,2025-11-06 16:41:10.681023,True,61.14
132717,16900,Quiz,road,64.19,100,2025-11-06 16:41:10.681023,False,64.19
132718,16900,FinalExam,should,23.52,100,2025-11-06 16:41:10.681023,True,23.52
133289,16975,Midterm,education,58.23,100,2025-11-06 16:41:10.728667,True,58.23
133290,16975,Midterm,certain,79.41,100,2025-11-06 16:41:10.728667,True,79.41
133291,16975,Project,official,58.44,100,2025-11-06 16:41:10.728667,True,58.44
133292,16975,Quiz,realize,100.0,100,2025-11-06 16:41:10.728667,True,100.0
133293,16975,Homework,toward,80.67,100,2025-11-06 16:41:10.728667,True,80.67
133294,16975,Homework,management,65.63,100,2025-11-06 16:41:10.728667,True,65.63
133295,16975,Midterm,charge,78.44,100,2025-11-06 16:41:10.728667,True,78.44
133296,16976,Quiz,part,72.2,100,2025-11-06 16:41:10.729666,True,72.2
133297,16976,Homework,direction,58.62,100,2025-11-06 16:41:10.729666,True,58.62
133298,16976,FinalExam,song,60.26,100,2025-11-06 16:41:10.729666,True,60.26
133299,16976,Quiz,professional,68.29,100,2025-11-06 16:41:10.729666,True,68.29
133300,16976,Midterm,song,63.21,100,2025-11-06 16:41:10.729666,False,63.21
133301,16976,Project,recent,79.24,100,2025-11-06 16:41:10.729666,True,79.24
133302,16976,Project,think,69.72,100,2025-11-06 16:41:10.729666,True,69.72
133303,16977,Midterm,its,69.61,100,2025-11-06 16:41:10.729666,True,69.61
133304,16977,Project,order,75.48,100,2025-11-06 16:41:10.729666,True,75.48
133305,16977,Homework,walk,74.51,100,2025-11-06 16:41:10.729666,True,74.51
133306,16977,FinalExam,reason,76.86,100,2025-11-06 16:41:10.729666,False,76.86
133307,16977,Quiz,order,80.14,100,2025-11-06 16:41:10.729666,True,80.14
133308,16977,Quiz,theory,77.66,100,2025-11-06 16:41:10.729666,True,77.66
133309,16977,FinalExam,soldier,65.04,100,2025-11-06 16:41:10.729666,True,65.04
133310,16977,FinalExam,because,69.59,100,2025-11-06 16:41:10.729666,True,69.59
133311,16978,Quiz,price,61.4,100,2025-11-06 16:41:10.730667,True,61.4
133312,16978,Midterm,land,77.2,100,2025-11-06 16:41:10.730667,True,77.2
133313,16978,Midterm,effort,83.0,100,2025-11-06 16:41:10.730667,True,83.0
133314,16978,FinalExam,moment,75.69,100,2025-11-06 16:41:10.730667,True,75.69
133315,16978,Project,provide,62.85,100,2025-11-06 16:41:10.730667,True,62.85
133316,16979,Project,eye,72.65,100,2025-11-06 16:41:10.730667,True,72.65
133317,16979,Project,around,65.69,100,2025-11-06 16:41:10.730667,False,65.69
133318,16979,Homework,president,73.88,100,2025-11-06 16:41:10.730667,True,73.88
133319,16979,Project,view,85.06,100,2025-11-06 16:41:10.730667,True,85.06
133320,16979,Midterm,drug,69.56,100,2025-11-06 16:41:10.730667,True,69.56
133321,16979,Homework,outside,79.79,100,2025-11-06 16:41:10.731667,True,79.79
133322,16979,FinalExam,question,70.22,100,2025-11-06 16:41:10.731667,True,70.22
133323,16979,Midterm,simply,73.49,100,2025-11-06 16:41:10.731667,True,73.49
133324,16979,Midterm,clear,70.98,100,2025-11-06 16:41:10.731667,False,70.98
133325,16980,Quiz,truth,51.83,100,2025-11-06 16:41:10.731667,True,51.83
133326,16980,Midterm,president,77.17,100,2025-11-06 16:41:10.731667,True,77.17
133327,16980,Midterm,eat,50.27,100,2025-11-06 16:41:10.731667,True,50.27
133328,16980,FinalExam,career,100.0,100,2025-11-06 16:41:10.731667,True,100.0
133329,16980,Midterm,trouble,47.78,100,2025-11-06 16:41:10.731667,True,47.78
133330,16980,Project,international,70.78,100,2025-11-06 16:41:10.731667,True,70.78
133331,16980,Project,around,72.9,100,2025-11-06 16:41:10.731667,True,72.9
133332,16980,Midterm,support,60.11,100,2025-11-06 16:41:10.731667,False,60.11
133333,16980,FinalExam,some,70.8,100,2025-11-06 16:41:10.731667,True,70.8
133334,16980,Quiz,ok,80.13,100,2025-11-06 16:41:10.731667,False,80.13
133335,16980,Project,animal,64.61,100,2025-11-06 16:41:10.731667,True,64.61
142080,18096,Homework,usually,65.74,100,2025-11-06 16:41:11.479803,True,65.74
142081,18096,Project,whatever,74.24,100,2025-11-06 16:41:11.479803,False,74.24
142082,18096,Midterm,fact,78.79,100,2025-11-06 16:41:11.479803,True,78.79
142083,18096,Project,identify,58.59,100,2025-11-06 16:41:11.479803,True,58.59
142084,18096,Midterm,low,85.18,100,2025-11-06 16:41:11.479803,True,85.18
142085,18097,Homework,step,77.79,100,2025-11-06 16:41:11.480803,True,77.79
142086,18097,FinalExam,quality,62.7,100,2025-11-06 16:41:11.480803,True,62.7
142087,18097,Midterm,hold,63.36,100,2025-11-06 16:41:11.480803,True,63.36
142088,18097,Midterm,movie,66.2,100,2025-11-06 16:41:11.480803,True,66.2
142089,18097,Quiz,above,100.0,100,2025-11-06 16:41:11.480803,False,100.0
142090,18097,Quiz,view,66.41,100,2025-11-06 16:41:11.480803,False,66.41
142091,18097,Quiz,do,85.39,100,2025-11-06 16:41:11.480803,True,85.39
142092,18098,Quiz,those,71.97,100,2025-11-06 16:41:11.480803,True,71.97
142093,18098,Quiz,body,73.67,100,2025-11-06 16:41:11.480803,True,73.67
142094,18098,Midterm,customer,73.61,100,2025-11-06 16:41:11.480803,True,73.61
142095,18098,FinalExam,TV,58.21,100,2025-11-06 16:41:11.480803,True,58.21
142096,18098,Quiz,stock,64.34,100,2025-11-06 16:41:11.480803,False,64.34
142097,18098,Midterm,look,53.91,100,2025-11-06 16:41:11.481803,True,53.91
142098,18098,Quiz,organization,62.13,100,2025-11-06 16:41:11.481803,True,62.13
142099,18098,Project,event,75.17,100,2025-11-06 16:41:11.481803,True,75.17
142100,18099,Midterm,wrong,51.53,100,2025-11-06 16:41:11.481803,True,51.53
142101,18099,FinalExam,water,66.7,100,2025-11-06 16:41:11.481803,True,66.7
142102,18099,Quiz,around,85.77,100,2025-11-06 16:41:11.481803,True,85.77
142103,18099,Project,reality,84.7,100,2025-11-06 16:41:11.481803,False,84.7
142104,18099,Midterm,section,49.08,100,2025-11-06 16:41:11.481803,False,49.08
144143,18363,Quiz,peace,74.19,100,2025-11-06 16:41:11.656688,True,74.19
144144,18363,Project,perhaps,63.64,100,2025-11-06 16:41:11.656688,True,63.64
144145,18363,Quiz,hospital,88.52,100,2025-11-06 16:41:11.656688,True,88.52
144146,18363,Homework,same,59.1,100,2025-11-06 16:41:11.656688,False,59.1
144147,18363,Homework,late,60.74,100,2025-11-06 16:41:11.656688,False,60.74
144148,18363,Quiz,eat,67.17,100,2025-11-06 16:41:11.657195,True,67.17
144149,18363,Quiz,in,71.04,100,2025-11-06 16:41:11.657195,False,71.04
144150,18363,FinalExam,their,81.18,100,2025-11-06 16:41:11.657195,False,81.18
144151,18363,Midterm,develop,54.4,100,2025-11-06 16:41:11.657195,False,54.4
144152,18364,Midterm,share,70.82,100,2025-11-06 16:41:11.657195,False,70.82
144153,18364,FinalExam,fund,63.07,100,2025-11-06 16:41:11.657195,True,63.07
144154,18364,Project,try,71.49,100,2025-11-06 16:41:11.657195,True,71.49
144155,18364,Quiz,year,57.22,100,2025-11-06 16:41:11.657195,True,57.22
144156,18364,Homework,always,71.37,100,2025-11-06 16:41:11.657195,True,71.37
144157,18364,Project,bit,72.16,100,2025-11-06 16:41:11.657195,True,72.16
144158,18364,Homework,seem,50.0,100,2025-11-06 16:41:11.657195,True,50.0
144159,18364,Midterm,every,76.39,100,2025-11-06 16:41:11.657195,True,76.39
144160,18364,Homework,or,78.64,100,2025-11-06 16:41:11.657195,True,78.64
144161,18365,Homework,another,91.73,100,2025-11-06 16:41:11.658297,True,91.73
144162,18365,Midterm,course,76.06,100,2025-11-06 16:41:11.658297,True,76.06
144163,18365,Project,adult,62.87,100,2025-11-06 16:41:11.658297,True,62.87
144164,18365,Midterm,water,87.45,100,2025-11-06 16:41:11.658297,True,87.45
144165,18365,Homework,Congress,76.31,100,2025-11-06 16:41:11.658297,True,76.31
144166,18365,Quiz,seat,63.44,100,2025-11-06 16:41:11.658297,False,63.44
144167,18365,Homework,fight,59.89,100,2025-11-06 16:41:11.658297,True,59.89
144168,18365,Quiz,type,78.49,100,2025-11-06 16:41:11.658297,True,78.49
144169,18365,Midterm,painting,82.32,100,2025-11-06 16:41:11.658297,True,82.32
144170,18365,Quiz,most,66.44,100,2025-11-06 16:41:11.658297,True,66.44
144171,18366,FinalExam,can,87.27,100,2025-11-06 16:41:11.659265,False,87.27
144172,18366,Midterm,thus,62.55,100,2025-11-06 16:41:11.659265,True,62.55
144173,18366,Homework,we,86.08,100,2025-11-06 16:41:11.659265,False,86.08
144174,18366,FinalExam,candidate,82.71,100,2025-11-06 16:41:11.659265,True,82.71
144175,18366,FinalExam,wind,68.9,100,2025-11-06 16:41:11.659265,True,68.9
144176,18366,Project,real,60.33,100,2025-11-06 16:41:11.659265,True,60.33
144177,18366,Homework,ago,65.0,100,2025-11-06 16:41:11.659265,True,65.0
144178,18366,Midterm,child,79.6,100,2025-11-06 16:41:11.659265,True,79.6
144179,18366,FinalExam,political,80.34,100,2025-11-06 16:41:11.659265,False,80.34
