AttendanceID,EnrollmentID,ClassDate,Status,Notes
198415,13228,2024-11-03,Present,
198416,13228,2024-11-10,Excused,Can authority way go sport mouth draw.
198417,13228,2024-11-17,Present,
198418,13228,2024-11-24,Present,
198419,13228,2024-12-01,Present,
198420,13228,2024-12-08,Present,
198421,13229,2024-09-01,Present,
198422,13229,2024-09-08,Present,
198423,13229,2024-09-15,Present,
198424,13229,2024-09-22,Late,Push leave company within management.
198425,13229,2024-09-29,Present,
198426,13229,2024-10-06,Present,
198427,13229,2024-10-13,Present,
198428,13229,2024-10-20,Present,
198429,13229,2024-10-27,Present,
198430,13229,2024-11-03,Present,
198431,13229,2024-11-10,Present,
198432,13229,2024-11-17,Present,
198433,13229,2024-11-24,Present,
198434,13229,2024-12-01,Present,
198435,13229,2024-12-08,Present,
216841,14457,2024-09-01,Present,
216842,14457,2024-09-08,Present,
216843,14457,2024-09-15,Present,
216844,14457,2024-09-22,Present,
216845,14457,2024-09-29,Present,
216846,14457,2024-10-06,Present,
216847,14457,2024-10-13,Present,
216848,14457,2024-10-20,Present,
216849,14457,2024-10-27,Present,
216850,14457,2024-11-03,Present,
216851,14457,2024-11-10,Present,
216852,14457,2024-11-17,Present,
216853,14457,2024-11-24,Present,
216854,14457,2024-12-01,Present,
216855,14457,2024-12-08,Absent,Every majority walk room.
216856,14458,2024-09-01,Present,
216857,14458,2024-09-08,Present,
216858,14458,2024-09-15,Present,
216859,14458,2024-09-22,Present,
216860,14458,2024-09-29,Present,
216861,14458,2024-10-06,Present,
216862,14458,2024-10-13,Present,
216863,14458,2024-10-20,Present,
216864,14458,2024-10-27,Present,
216865,14458,2024-11-03,Present,
216866,14458,2024-11-10,Present,
216867,14458,2024-11-17,Present,
216868,14458,2024-11-24,Present,
216869,14458,2024-12-01,Present,
216870,14458,2024-12-08,Present,
216871,14459,2024-09-01,Present,
216872,14459,2024-09-08,Present,
216873,14459,2024-09-15,Present,
216874,14459,2024-09-22,Present,
216875,14459,2024-09-29,Present,
216876,14459,2024-10-06,Present,
216877,14459,2024-10-13,Present,
216878,14459,2024-10-20,Present,
216879,14459,2024-10-27,Present,
216880,14459,2024-11-03,Absent,Grow they maintain.
216881,14459,2024-11-10,Present,
216882,14459,2024-11-17,Present,
216883,14459,2024-11-24,Present,
216884,14459,2024-12-01,Present,
216885,14459,2024-12-08,Present,
216886,14460,2024-09-01,Present,
216887,14460,2024-09-08,Absent,Expert whom performance foot simply lawyer follow involve.
216888,14460,2024-09-15,Present,
216889,14460,2024-09-22,Present,
216890,14460,2024-09-29,Present,
216891,14460,2024-10-06,Present,
216892,14460,2024-10-13,Present,
216893,14460,2024-10-20,Present,
216894,14460,2024-10-27,Absent,Director pull since some prevent music.
216895,14460,2024-11-03,Present,
216896,14460,2024-11-10,Present,
216897,14460,2024-11-17,Present,
216898,14460,2024-11-24,Absent,Old assume among.
216899,14460,2024-12-01,Present,
216900,14460,2024-12-08,Absent,Soon at usually morning.
216901,14461,2024-09-01,Present,
216902,14461,2024-09-08,Present,
216903,14461,2024-09-15,Present,
216904,14461,2024-09-22,Present,
216905,14461,2024-09-29,Present,
216906,14461,2024-10-06,Present,
216907,14461,2024-10-13,Present,
216908,14461,2024-10-20,Present,
216909,14461,2024-10-27,Absent,Five manage plant wrong.
216910,14461,2024-11-03,Present,
216911,14461,2024-11-10,Present,
216912,14461,2024-11-17,Present,
216913,14461,2024-11-24,Present,
216914,14461,2024-12-01,Present,
216915,14461,2024-12-08,Present,
216916,14462,2024-09-01,Present,
216917,14462,2024-09-08,Present,
216918,14462,2024-09-15,Present,
216919,14462,2024-09-22,Present,
216920,14462,2024-09-29,Present,
216921,14462,2024-10-06,Present,
216922,14462,2024-10-13,Absent,Last administration attention would.
216923,14462,2024-10-20,Present,
216924,14462,2024-10-27,Present,
216925,14462,2024-11-03,Present,
216926,14462,2024-11-10,Present,
216927,14462,2024-11-17,Present,
216928,14462,2024-11-24,Present,
216929,14462,2024-12-01,Present,
216930,14462,2024-12-08,Absent,Agent old eat defense vote possible include.
220006,14668,2024-09-01,Present,
220007,14668,2024-09-08,Present,
220008,14668,2024-09-15,Present,
220009,14668,2024-09-22,Present,
220010,14668,2024-09-29,Present,
220011,14668,2024-10-06,Present,
220012,14668,2024-10-13,Present,
220013,14668,2024-10-20,Present,
220014,14668,2024-10-27,Present,
220015,14668,2024-11-03,Present,
220016,14668,2024-11-10,Present,
220017,14668,2024-11-17,Present,
220018,14668,2024-11-24,Present,
220019,14668,2024-12-01,Present,
220020,14668,2024-12-08,Present,
220021,14669,2024-09-01,Present,
220022,14669,2024-09-08,Present,
220023,14669,2024-09-15,Present,
220024,14669,2024-09-22,Present,
220025,14669,2024-09-29,Present,
220026,14669,2024-10-06,Present,
220027,14669,2024-10-13,Present,
220028,14669,2024-10-20,Present,
220029,14669,2024-10-27,Present,
220030,14669,2024-11-03,Present,
220031,14669,2024-11-10,Present,
220032,14669,2024-11-17,Present,
220033,14669,2024-11-24,Present,
220034,14669,2024-12-01,Present,
220035,14669,2024-12-08,Present,
220036,14670,2024-09-01,Present,
220037,14670,2024-09-08,Present,
220038,14670,2024-09-15,Present,
220039,14670,2024-09-22,Present,
220040,14670,2024-09-29,Present,
220041,14670,2024-10-06,Present,
220042,14670,2024-10-13,Present,
220043,14670,2024-10-20,Present,
220044,14670,2024-10-27,Late,Same during outside others music tell.
220045,14670,2024-11-03,Present,
220046,14670,2024-11-10,Absent,Indicate environment after grow national seven maintain serious.
220047,14670,2024-11-17,Present,
220048,14670,2024-11-24,Present,
220049,14670,2024-12-01,Present,
220050,14670,2024-12-08,Absent,Boy billion book act within alone key.
220051,14671,2024-09-01,Present,
220052,14671,2024-09-08,Present,
220053,14671,2024-09-15,Present,
220054,14671,2024-09-22,Present,
220055,14671,2024-09-29,Present,
220056,14671,2024-10-06,Absent,Audience economic treatment check line.
220057,14671,2024-10-13,Present,
220058,14671,2024-10-20,Present,
220059,14671,2024-10-27,Present,
220060,14671,2024-11-03,Present,
220061,14671,2024-11-10,Absent,Only expert wall.
220062,14671,2024-11-17,Absent,Feeling environmental go near give hand.
220063,14671,2024-11-24,Absent,Across thousand situation.
220064,14671,2024-12-01,Present,
220065,14671,2024-12-08,Present,
220066,14672,2024-09-01,Present,
220067,14672,2024-09-08,Present,
220068,14672,2024-09-15,Absent,Expert yet talk common against ever.
220069,14672,2024-09-22,Absent,Human PM husband president inside race trip record.
220070,14672,2024-09-29,Present,
220071,14672,2024-10-06,Present,
220072,14672,2024-10-13,Present,
220073,14672,2024-10-20,Present,
220074,14672,2024-10-27,Present,
220075,14672,2024-11-03,Present,
220076,14672,2024-11-10,Present,
220077,14672,2024-11-17,Present,
220078,14672,2024-11-24,Present,
220079,14672,2024-12-01,Present,
220080,14672,2024-12-08,Present,
224686,14980,2024-09-01,Present,
224687,14980,2024-09-08,Present,
224688,14980,2024-09-15,Present,
224689,14980,2024-09-22,Present,
224690,14980,2024-09-29,Present,
224691,14980,2024-10-06,Present,
224692,14980,2024-10-13,Present,
224693,14980,2024-10-20,Present,
224694,14980,2024-10-27,Present,
224695,14980,2024-11-03,Present,
224696,14980,2024-11-10,Present,
224697,14980,2024-11-17,Present,
224698,14980,2024-11-24,Present,
224699,14980,2024-12-01,Present,
224700,14980,2024-12-08,Present,
224701,14981,2024-09-01,Absent,Tonight despite affect trial plant contain.
224702,14981,2024-09-08,Present,
224703,14981,2024-09-15,Present,
224704,14981,2024-09-22,Present,
224705,14981,2024-09-29,Present,
224706,14981,2024-10-06,Present,
224707,14981,2024-10-13,Present,
224708,14981,2024-10-20,Present,
224709,14981,2024-10-27,Present,
224710,14981,2024-11-03,Present,
224711,14981,2024-11-10,Present,
224712,14981,2024-11-17,Present,
224713,14981,2024-11-24,Present,
224714,14981,2024-12-01,Present,
224715,14981,2024-12-08,Present,
224716,14982,2024-09-01,Present,
224717,14982,2024-09-08,Present,
224718,14982,2024-09-15,Present,
224719,14982,2024-09-22,Present,
224720,14982,2024-09-29,Late,Her trial model can finish paper leader them.
224721,14982,2024-10-06,Present,
224722,14982,2024-10-13,Present,
224723,14982,2024-10-20,Present,
224724,14982,2024-10-27,Present,
224725,14982,2024-11-03,Present,
224726,14982,2024-11-10,Present,
224727,14982,2024-11-17,Present,
224728,14982,2024-11-24,Present,
224729,14982,2024-12-01,Present,
224730,14982,2024-12-08,Present,
224731,14983,2024-09-01,Absent,Garden hair might let.
224732,14983,2024-09-08,Present,
224733,14983,2024-09-15,Present,
224734,14983,2024-09-22,Present,
224735,14983,2024-09-29,Present,
224736,14983,2024-10-06,Present,
224737,14983,2024-10-13,Present,
224738,14983,2024-10-20,Present,
224739,14983,2024-10-27,Present,
224740,14983,2024-11-03,Present,
224741,14983,2024-11-10,Present,
224742,14983,2024-11-17,Present,
224743,14983,2024-11-24,Present,
224744,14983,2024-12-01,Present,
224745,14983,2024-12-08,Present,
226081,15073,2024-09-01,Present,
226082,15073,2024-09-08,Present,
226083,15073,2024-09-15,Present,
226084,15073,2024-09-22,Present,
226085,15073,2024-09-29,Present,
226086,15073,2024-10-06,Present,
226087,15073,2024-10-13,Present,
226088,15073,2024-10-20,Present,
226089,15073,2024-10-27,Present,
226090,15073,2024-11-03,Present,
226091,15073,2024-11-10,Present,
226092,15073,2024-11-17,Present,
226093,15073,2024-11-24,Present,
226094,15073,2024-12-01,Present,
226095,15073,2024-12-08,Present,
226096,15074,2024-09-01,Present,
226097,15074,2024-09-08,Present,
226098,15074,2024-09-15,Present,
226099,15074,2024-09-22,Present,
226100,15074,2024-09-29,Present,
226101,15074,2024-10-06,Present,
226102,15074,2024-10-13,Present,
226103,15074,2024-10-20,Present,
226104,15074,2024-10-27,Present,
226105,15074,2024-11-03,Present,
226106,15074,2024-11-10,Present,
226107,15074,2024-11-17,Present,
226108,15074,2024-11-24,Present,
226109,15074,2024-12-01,Present,
226110,15074,2024-12-08,Present,
226111,15075,2024-09-01,Present,
226112,15075,2024-09-08,Present,
226113,15075,2024-09-15,Present,
226114,15075,2024-09-22,Present,
226115,15075,2024-09-29,Present,
226116,15075,2024-10-06,Present,
226117,15075,2024-10-13,Present,
226118,15075,2024-10-20,Present,
226119,15075,2024-10-27,Present,
226120,15075,2024-11-03,Present,
226121,15075,2024-11-10,Absent,Life require part carry.
226122,15075,2024-11-17,Present,
226123,15075,2024-11-24,Present,
226124,15075,2024-12-01,Present,
226125,15075,2024-12-08,Present,
226126,15076,2024-09-01,Present,
226127,15076,2024-09-08,Present,
226128,15076,2024-09-15,Absent,Pm address ago top.
226129,15076,2024-09-22,Late,Herself data truth house.
226130,15076,2024-09-29,Present,
226131,15076,2024-10-06,Present,
226132,15076,2024-10-13,Present,
226133,15076,2024-10-20,Present,
226134,15076,2024-10-27,Excused,Clear loss wish body.
226135,15076,2024-11-03,Present,
226136,15076,2024-11-10,Present,
226137,15076,2024-11-17,Present,
226138,15076,2024-11-24,Absent,Staff yeah change parent serious.
226139,15076,2024-12-01,Present,
226140,15076,2024-12-08,Present,
226141,15077,2024-09-01,Present,
226142,15077,2024-09-08,Present,
226143,15077,2024-09-15,Present,
226144,15077,2024-09-22,Present,
226145,15077,2024-09-29,Present,
226146,15077,2024-10-06,Present,
226147,15077,2024-10-13,Present,
226148,15077,2024-10-20,Present,
226149,15077,2024-10-27,Present,
226150,15077,2024-11-03,Present,
226151,15077,2024-11-10,Present,
226152,15077,2024-11-17,Excused,Stay assume close later there.
226153,15077,2024-11-24,Present,
226154,15077,2024-12-01,Present,
226155,15077,2024-12-08,Present,
230866,15392,2024-09-01,Absent,Admit lawyer camera let sell reality.
230867,15392,2024-09-08,Late,Thought large game small without apply.
230868,15392,2024-09-15,Absent,Store read scene medical.
230869,15392,2024-09-22,Present,
230870,15392,2024-09-29,Present,
230871,15392,2024-10-06,Present,
230872,15392,2024-10-13,Present,
230873,15392,2024-10-20,Present,
230874,15392,2024-10-27,Present,
230875,15392,2024-11-03,Present,
230876,15392,2024-11-10,Present,
230877,15392,2024-11-17,Excused,Over series practice theory score forward minute.
230878,15392,2024-11-24,Present,
230879,15392,2024-12-01,Present,
230880,15392,2024-12-08,Excused,Democrat forget population.
230881,15393,2024-09-01,Present,
230882,15393,2024-09-08,Present,
230883,15393,2024-09-15,Absent,Wish market condition remember.
230884,15393,2024-09-22,Present,
230885,15393,2024-09-29,Late,Step often off.
230886,15393,2024-10-06,Present,
230887,15393,2024-10-13,Late,Student spend speech leader step try house.
230888,15393,2024-10-20,Absent,Believe understand part edge.
230889,15393,2024-10-27,Present,
230890,15393,2024-11-03,Late,Performance policy nothing happy wear charge.
230891,15393,2024-11-10,Late,Short we pick for network view young yet.
230892,15393,2024-11-17,Late,New rather past rule professor.
230893,15393,2024-11-24,Absent,Management half many size girl country rich.
230894,15393,2024-12-01,Present,
230895,15393,2024-12-08,Present,
230896,15394,2024-09-01,Present,
230897,15394,2024-09-08,Present,
230898,15394,2024-09-15,Present,
230899,15394,2024-09-22,Present,
230900,15394,2024-09-29,Present,
230901,15394,2024-10-06,Present,
230902,15394,2024-10-13,Present,
230903,15394,2024-10-20,Present,
230904,15394,2024-10-27,Absent,Church major brother remember attack great deal.
230905,15394,2024-11-03,Present,
230906,15394,2024-11-10,Present,
230907,15394,2024-11-17,Present,
230908,15394,2024-11-24,Present,
230909,15394,2024-12-01,Present,
230910,15394,2024-12-08,Present,
230911,15395,2024-09-01,Present,
230912,15395,2024-09-08,Present,
230913,15395,2024-09-15,Present,
230914,15395,2024-09-22,Present,
230915,15395,2024-09-29,Present,
230916,15395,2024-10-06,Present,
230917,15395,2024-10-13,Present,
230918,15395,2024-10-20,Present,
230919,15395,2024-10-27,Present,
230920,15395,2024-11-03,Present,
230921,15395,2024-11-10,Present,
230922,15395,2024-11-17,Present,
230923,15395,2024-11-24,Present,
230924,15395,2024-12-01,Present,
230925,15395,2024-12-08,Present,
230926,15396,2024-09-01,Present,
230927,15396,2024-09-08,Present,
230928,15396,2024-09-15,Present,
230929,15396,2024-09-22,Absent,Tax term feeling space out quite poor.
230930,15396,2024-09-29,Present,
230931,15396,2024-10-06,Present,
230932,15396,2024-10-13,Absent,Accept employee sell wind style common environment enjoy.
230933,15396,2024-10-20,Present,
230934,15396,2024-10-27,Present,
230935,15396,2024-11-03,Absent,Themselves back clearly kitchen.
230936,15396,2024-11-10,Present,
230937,15396,2024-11-17,Present,
230938,15396,2024-11-24,Late,Middle once police occur word.
230939,15396,2024-12-01,Late,Deal tough image.
230940,15396,2024-12-08,Present,
230941,15397,2024-09-01,Present,
230942,15397,2024-09-08,Absent,Attention keep season people American.
230943,15397,2024-09-15,Late,Wonder rest type customer.
230944,15397,2024-09-22,Absent,Purpose piece let.
230945,15397,2024-09-29,Present,
230946,15397,2024-10-06,Present,
230947,15397,2024-10-13,Present,
230948,15397,2024-10-20,Present,
230949,15397,2024-10-27,Present,
230950,15397,2024-11-03,Absent,Cover floor city identify cold in list.
230951,15397,2024-11-10,Present,
230952,15397,2024-11-17,Late,General image culture film bank.
230953,15397,2024-11-24,Present,
230954,15397,2024-12-01,Present,
230955,15397,2024-12-08,Present,
232456,15498,2024-09-01,Present,
232457,15498,2024-09-08,Present,
232458,15498,2024-09-15,Present,
232459,15498,2024-09-22,Present,
232460,15498,2024-09-29,Present,
232461,15498,2024-10-06,Present,
232462,15498,2024-10-13,Present,
232463,15498,2024-10-20,Present,
232464,15498,2024-10-27,Present,
232465,15498,2024-11-03,Present,
232466,15498,2024-11-10,Present,
232467,15498,2024-11-17,Present,
232468,15498,2024-11-24,Present,
232469,15498,2024-12-01,Present,
232470,15498,2024-12-08,Present,
232471,15499,2024-09-01,Present,
232472,15499,2024-09-08,Present,
232473,15499,2024-09-15,Present,
232474,15499,2024-09-22,Late,Expert necessary rise support point wind.
232475,15499,2024-09-29,Present,
232476,15499,2024-10-06,Absent,Sound agreement instead.
232477,15499,2024-10-13,Present,
232478,15499,2024-10-20,Present,
232479,15499,2024-10-27,Present,
232480,15499,2024-11-03,Present,
232481,15499,2024-11-10,Present,
232482,15499,2024-11-17,Present,
232483,15499,2024-11-24,Present,
232484,15499,2024-12-01,Present,
232485,15499,2024-12-08,Present,
232486,15500,2024-09-01,Present,
232487,15500,2024-09-08,Present,
232488,15500,2024-09-15,Present,
232489,15500,2024-09-22,Present,
232490,15500,2024-09-29,Present,
232491,15500,2024-10-06,Present,
232492,15500,2024-10-13,Absent,Condition tend board than.
232493,15500,2024-10-20,Present,
232494,15500,2024-10-27,Present,
232495,15500,2024-11-03,Present,
232496,15500,2024-11-10,Present,
232497,15500,2024-11-17,Present,
232498,15500,2024-11-24,Absent,Official every because student better future method.
232499,15500,2024-12-01,Present,
232500,15500,2024-12-08,Present,
232501,15501,2024-09-01,Absent,Message fill reach real.
232502,15501,2024-09-08,Present,
232503,15501,2024-09-15,Present,
232504,15501,2024-09-22,Present,
232505,15501,2024-09-29,Present,
232506,15501,2024-10-06,Present,
232507,15501,2024-10-13,Present,
232508,15501,2024-10-20,Present,
232509,15501,2024-10-27,Present,
232510,15501,2024-11-03,Present,
232511,15501,2024-11-10,Present,
232512,15501,2024-11-17,Absent,Computer central hit across table according however.
232513,15501,2024-11-24,Present,
232514,15501,2024-12-01,Present,
232515,15501,2024-12-08,Present,
232516,15502,2024-09-01,Present,
232517,15502,2024-09-08,Present,
232518,15502,2024-09-15,Present,
232519,15502,2024-09-22,Present,
232520,15502,2024-09-29,Present,
232521,15502,2024-10-06,Present,
232522,15502,2024-10-13,Present,
232523,15502,2024-10-20,Present,
232524,15502,2024-10-27,Present,
232525,15502,2024-11-03,Present,
232526,15502,2024-11-10,Present,
232527,15502,2024-11-17,Present,
232528,15502,2024-11-24,Present,
232529,15502,2024-12-01,Present,
232530,15502,2024-12-08,Present,
234331,15623,2024-09-01,Late,Question agent attack activity real.
234332,15623,2024-09-08,Present,
234333,15623,2024-09-15,Present,
234334,15623,2024-09-22,Excused,This pretty environment after.
234335,15623,2024-09-29,Present,
234336,15623,2024-10-06,Present,
234337,15623,2024-10-13,Present,
234338,15623,2024-10-20,Present,
234339,15623,2024-10-27,Present,
234340,15623,2024-11-03,Present,
234341,15623,2024-11-10,Present,
234342,15623,2024-11-17,Present,
234343,15623,2024-11-24,Present,
234344,15623,2024-12-01,Present,
234345,15623,2024-12-08,Present,
234346,15624,2024-09-01,Present,
234347,15624,2024-09-08,Present,
234348,15624,2024-09-15,Absent,High join like full court set.
234349,15624,2024-09-22,Present,
234350,15624,2024-09-29,Present,
234351,15624,2024-10-06,Present,
234352,15624,2024-10-13,Present,
234353,15624,2024-10-20,Present,
234354,15624,2024-10-27,Present,
234355,15624,2024-11-03,Absent,Newspaper moment end write garden cultural and.
234356,15624,2024-11-10,Late,Doctor newspaper should possible direction specific reduce.
234357,15624,2024-11-17,Present,
234358,15624,2024-11-24,Present,
234359,15624,2024-12-01,Present,
234360,15624,2024-12-08,Present,
234361,15625,2024-09-01,Absent,Well evening pick gas.
234362,15625,2024-09-08,Present,
234363,15625,2024-09-15,Present,
234364,15625,2024-09-22,Present,
234365,15625,2024-09-29,Present,
234366,15625,2024-10-06,Present,
234367,15625,2024-10-13,Present,
234368,15625,2024-10-20,Present,
234369,15625,2024-10-27,Present,
234370,15625,2024-11-03,Present,
234371,15625,2024-11-10,Present,
234372,15625,2024-11-17,Present,
234373,15625,2024-11-24,Present,
234374,15625,2024-12-01,Present,
234375,15625,2024-12-08,Present,
234376,15626,2024-09-01,Present,
234377,15626,2024-09-08,Present,
234378,15626,2024-09-15,Present,
234379,15626,2024-09-22,Present,
234380,15626,2024-09-29,Present,
234381,15626,2024-10-06,Present,
234382,15626,2024-10-13,Present,
234383,15626,2024-10-20,Present,
234384,15626,2024-10-27,Present,
234385,15626,2024-11-03,Present,
234386,15626,2024-11-10,Present,
234387,15626,2024-11-17,Present,
234388,15626,2024-11-24,Present,
234389,15626,2024-12-01,Present,
234390,15626,2024-12-08,Present,
234391,15627,2024-09-01,Present,
234392,15627,2024-09-08,Present,
234393,15627,2024-09-15,Present,
234394,15627,2024-09-22,Present,
234395,15627,2024-09-29,Excused,Late wind sister new.
234396,15627,2024-10-06,Present,
234397,15627,2024-10-13,Present,
234398,15627,2024-10-20,Late,Exist too sister herself order lay.
234399,15627,2024-10-27,Present,
234400,15627,2024-11-03,Present,
234401,15627,2024-11-10,Present,
234402,15627,2024-11-17,Present,
234403,15627,2024-11-24,Absent,Firm peace produce.
234404,15627,2024-12-01,Present,
234405,15627,2024-12-08,Absent,There government popular address.
238231,15883,2024-09-01,Present,
238232,15883,2024-09-08,Present,
238233,15883,2024-09-15,Present,
238234,15883,2024-09-22,Absent,Any appear early through dinner.
238235,15883,2024-09-29,Present,
238236,15883,2024-10-06,Absent,Sea all among require nothing old instead.
238237,15883,2024-10-13,Present,
238238,15883,2024-10-20,Present,
238239,15883,2024-10-27,Absent,Forward fall yeah house mother weight.
238240,15883,2024-11-03,Present,
238241,15883,2024-11-10,Present,
238242,15883,2024-11-17,Present,
238243,15883,2024-11-24,Present,
238244,15883,2024-12-01,Present,
238245,15883,2024-12-08,Late,Check contain improve impact particular.
238246,15884,2024-09-01,Present,
238247,15884,2024-09-08,Present,
238248,15884,2024-09-15,Present,
238249,15884,2024-09-22,Present,
238250,15884,2024-09-29,Present,
238251,15884,2024-10-06,Present,
238252,15884,2024-10-13,Absent,Imagine piece fall turn.
238253,15884,2024-10-20,Present,
238254,15884,2024-10-27,Present,
238255,15884,2024-11-03,Present,
238256,15884,2024-11-10,Present,
238257,15884,2024-11-17,Present,
238258,15884,2024-11-24,Present,
238259,15884,2024-12-01,Present,
238260,15884,2024-12-08,Present,
238261,15885,2024-09-01,Present,
238262,15885,2024-09-08,Present,
238263,15885,2024-09-15,Present,
238264,15885,2024-09-22,Present,
238265,15885,2024-09-29,Present,
238266,15885,2024-10-06,Present,
238267,15885,2024-10-13,Present,
238268,15885,2024-10-20,Present,
238269,15885,2024-10-27,Present,
238270,15885,2024-11-03,Present,
238271,15885,2024-11-10,Present,
238272,15885,2024-11-17,Present,
238273,15885,2024-11-24,Present,
238274,15885,2024-12-01,Present,
238275,15885,2024-12-08,Present,
238276,15886,2024-09-01,Present,
238277,15886,2024-09-08,Present,
238278,15886,2024-09-15,Absent,What young bit.
238279,15886,2024-09-22,Present,
238280,15886,2024-09-29,Absent,Rich check question name air interview executive.
238281,15886,2024-10-06,Present,
238282,15886,2024-10-13,Absent,Score success scene bad compare another.
238283,15886,2024-10-20,Present,
238284,15886,2024-10-27,Present,
238285,15886,2024-11-03,Present,
238286,15886,2024-11-10,Absent,Product we trip coach serious.
238287,15886,2024-11-17,Present,
238288,15886,2024-11-24,Present,
238289,15886,2024-12-01,Present,
238290,15886,2024-12-08,Present,
238291,15887,2024-09-01,Present,
238292,15887,2024-09-08,Late,Into listen better production glass yet kind seem.
238293,15887,2024-09-15,Present,
238294,15887,2024-09-22,Present,
238295,15887,2024-09-29,Present,
238296,15887,2024-10-06,Present,
238297,15887,2024-10-13,Present,
238298,15887,2024-10-20,Present,
238299,15887,2024-10-27,Present,
238300,15887,2024-11-03,Present,
238301,15887,2024-11-10,Present,
238302,15887,2024-11-17,Present,
238303,15887,2024-11-24,Present,
238304,15887,2024-12-01,Present,
238305,15887,2024-12-08,Present,
238306,15888,2024-09-01,Present,
238307,15888,2024-09-08,Present,
238308,15888,2024-09-15,Present,
238309,15888,2024-09-22,Present,
238310,15888,2024-09-29,Present,
238311,15888,2024-10-06,Present,
238312,15888,2024-10-13,Present,
238313,15888,2024-10-20,Present,
238314,15888,2024-10-27,Present,
238315,15888,2024-11-03,Present,
238316,15888,2024-11-10,Present,
238317,15888,2024-11-17,Present,
238318,15888,2024-11-24,Present,
238319,15888,2024-12-01,Present,
238320,15888,2024-12-08,Present,
251341,16757,2024-09-01,Present,
251342,16757,2024-09-08,Present,
251343,16757,2024-09-15,Present,
251344,16757,2024-09-22,Present,
251345,16757,2024-09-29,Present,
251346,16757,2024-10-06,Present,
251347,16757,2024-10-13,Present,
251348,16757,2024-10-20,Present,
251349,16757,2024-10-27,Present,
251350,16757,2024-11-03,Present,
251351,16757,2024-11-10,Present,
251352,16757,2024-11-17,Present,
251353,16757,2024-11-24,Present,
251354,16757,2024-12-01,Present,
251355,16757,2024-12-08,Present,
251356,16758,2024-09-01,Present,
251357,16758,2024-09-08,Present,
251358,16758,2024-09-15,Present,
251359,16758,2024-09-22,Present,
251360,16758,2024-09-29,Present,
251361,16758,2024-10-06,Excused,Police such fish member over they discover.
251362,16758,2024-10-13,Present,
251363,16758,2024-10-20,Present,
251364,16758,2024-10-27,Present,
251365,16758,2024-11-03,Present,
251366,16758,2024-11-10,Present,
251367,16758,2024-11-17,Absent,Manager certain less.
251368,16758,2024-11-24,Present,
251369,16758,2024-12-01,Present,
251370,16758,2024-12-08,Present,
251371,16759,2024-09-01,Late,Even get night dog stop action mind news.
251372,16759,2024-09-08,Absent,Design practice some many support involve.
251373,16759,2024-09-15,Present,
251374,16759,2024-09-22,Present,
251375,16759,2024-09-29,Absent,Do brother drive team.
251376,16759,2024-10-06,Absent,Picture table international view friend federal.
251377,16759,2024-10-13,Present,
251378,16759,2024-10-20,Present,
251379,16759,2024-10-27,Present,
251380,16759,2024-11-03,Present,
251381,16759,2024-11-10,Late,Camera play key.
251382,16759,2024-11-17,Present,
251383,16759,2024-11-24,Present,
251384,16759,2024-12-01,Present,
251385,16759,2024-12-08,Present,
251386,16760,2024-09-01,Present,
251387,16760,2024-09-08,Late,When its very born.
251388,16760,2024-09-15,Present,
251389,16760,2024-09-22,Present,
251390,16760,2024-09-29,Present,
251391,16760,2024-10-06,Present,
251392,16760,2024-10-13,Present,
251393,16760,2024-10-20,Absent,Until respond ago party.
251394,16760,2024-10-27,Present,
251395,16760,2024-11-03,Present,
251396,16760,2024-11-10,Present,
251397,16760,2024-11-17,Present,
251398,16760,2024-11-24,Present,
251399,16760,2024-12-01,Present,
251400,16760,2024-12-08,Present,
251401,16761,2024-09-01,Present,
251402,16761,2024-09-08,Late,Difference hear statement building everything play nearly describe.
251403,16761,2024-09-15,Present,
251404,16761,2024-09-22,Present,
251405,16761,2024-09-29,Present,
251406,16761,2024-10-06,Present,
251407,16761,2024-10-13,Present,
251408,16761,2024-10-20,Present,
251409,16761,2024-10-27,Present,
251410,16761,2024-11-03,Present,
251411,16761,2024-11-10,Present,
251412,16761,2024-11-17,Present,
251413,16761,2024-11-24,Present,
251414,16761,2024-12-01,Present,
251415,16761,2024-12-08,Present,
251416,16762,2024-09-01,Present,
251417,16762,2024-09-08,Present,
251418,16762,2024-09-15,Present,
251419,16762,2024-09-22,Present,
251420,16762,2024-09-29,Absent,Admit travel fear.
251421,16762,2024-10-06,Late,Into life compare project suggest offer pattern.
251422,16762,2024-10-13,Present,
251423,16762,2024-10-20,Present,
251424,16762,2024-10-27,Absent,Fire inside result rich.
251425,16762,2024-11-03,Absent,Rest writer time color gas.
251426,16762,2024-11-10,Absent,Early than get take.
251427,16762,2024-11-17,Present,
251428,16762,2024-11-24,Present,
251429,16762,2024-12-01,Present,
251430,16762,2024-12-08,Present,
251896,16794,2024-09-01,Present,
251897,16794,2024-09-08,Present,
251898,16794,2024-09-15,Present,
251899,16794,2024-09-22,Present,
251900,16794,2024-09-29,Present,
251901,16794,2024-10-06,Present,
251902,16794,2024-10-13,Present,
251903,16794,2024-10-20,Present,
251904,16794,2024-10-27,Present,
251905,16794,2024-11-03,Present,
251906,16794,2024-11-10,Present,
251907,16794,2024-11-17,Present,
251908,16794,2024-11-24,Present,
251909,16794,2024-12-01,Present,
251910,16794,2024-12-08,Present,
251911,16795,2024-09-01,Absent,Such determine fight.
251912,16795,2024-09-08,Absent,Side study between bring no field.
